outcome,weight_class,f1_name,f2_name,winner,loser,method,method_details,end_round,time,total_time
win,Open Weight,don frye,sam adkins,don frye,sam adkins,KO/TKO,,1,0:48,48.0
win,Open Weight,gary goodridge,paul herrera,gary goodridge,paul herrera,KO/TKO,Elbows,1,0:13,13.0
win,Open Weight,jerry bohlander,scott ferrozzo,jerry bohlander,scott ferrozzo,SUB,Guillotine Choke,1,9:03,543.0
win,Open Weight,paul varelans,joe moreira,paul varelans,joe moreira,U-DEC,,1,10:00,600.0
win,Open Weight,don frye,thomas ramirez,don frye,thomas ramirez,KO/TKO,Punch,1,0:08,8.0
win,Open Weight,sam adkins,keith mielke,sam adkins,keith mielke,KO/TKO,Punches,1,0:50,50.0
win,Open Weight,marco ruas,paul varelans,marco ruas,paul varelans,KO/TKO,Kicks,1,13:17,797.0
draw,Open Weight,ken shamrock,oleg taktarov,,,Other,,2,3:00,480.0
win,Open Weight,marco ruas,remco pardoel,marco ruas,remco pardoel,SUB,Other,1,12:27,747.0
win,Open Weight,paul varelans,mark hall,paul varelans,mark hall,SUB,Keylock,1,1:01,61.0
win,Open Weight,marco ruas,larry cureton,marco ruas,larry cureton,SUB,Heel Hook,1,3:23,203.0
win,Open Weight,remco pardoel,ryan parker,remco pardoel,ryan parker,SUB,Gi Choke,1,3:05,185.0
win,Open Weight,mark hall,harold howard,mark hall,harold howard,KO/TKO,Punches,1,1:41,101.0
win,Open Weight,paul varelans,gerry harris,paul varelans,gerry harris,KO/TKO,Elbows,1,1:05,65.0
win,Open Weight,scott bessac,david hood,scott bessac,david hood,SUB,Guillotine Choke,1,0:31,31.0
win,Open Weight,onassis parungao,francesco maturi,onassis parungao,francesco maturi,KO/TKO,,1,5:26,326.0
win,Open Weight,joel sutton,geza kalman,joel sutton,geza kalman,KO/TKO,,1,0:48,48.0
win,Heavyweight,mark coleman,dan severn,mark coleman,dan severn,SUB,Scarf Hold,1,2:57,177.0
win,Heavyweight,vitor belfort,scott ferrozzo,vitor belfort,scott ferrozzo,KO/TKO,Punches,1,0:43,43.0
win,Lightweight,jerry bohlander,nick sanzo,jerry bohlander,nick sanzo,SUB,Neck Crank,1,0:39,39.0
win,Heavyweight,vitor belfort,tra telligman,vitor belfort,tra telligman,KO/TKO,Elbows,1,1:17,77.0
win,Heavyweight,scott ferrozzo,jim mullen,scott ferrozzo,jim mullen,KO/TKO,Knees,1,8:02,482.0
win,Lightweight,yoshiki takahashi,wallid ismail,yoshiki takahashi,wallid ismail,U-DEC,,2,3:00,480.0
win,Lightweight,jerry bohlander,rainy martinez,jerry bohlander,rainy martinez,SUB,Rear Naked Choke,1,1:24,84.0
win,Heavyweight,justin martin,eric martin,justin martin,eric martin,SUB,Heel Hook,1,0:14,14.0
win,Lightweight,nick sanzo,jackie lee,nick sanzo,jackie lee,KO/TKO,,1,0:48,48.0
win,Open Weight,don frye,david abbott,don frye,david abbott,SUB,Rear Naked Choke,1,1:22,82.0
win,Open Weight,david abbott,steve nelmark,david abbott,steve nelmark,KO/TKO,Punch,1,1:03,63.0
win,Open Weight,don frye,mark hall,don frye,mark hall,SUB,Ankle Lock,1,0:20,20.0
win,Open Weight,ken shamrock,brian johnston,ken shamrock,brian johnston,SUB,Forearm Choke,1,5:48,348.0
win,Open Weight,kimo leopoldo,paul varelans,kimo leopoldo,paul varelans,KO/TKO,Punches,1,9:08,548.0
win,Open Weight,david abbott,cal worsham,david abbott,cal worsham,KO/TKO,Punches,1,2:51,171.0
win,Open Weight,don frye,gary goodridge,don frye,gary goodridge,SUB,Other,1,11:19,679.0
win,Open Weight,tai bowden,jack nilson,tai bowden,jack nilson,KO/TKO,Headbutts,1,4:46,286.0
win,Open Weight,steve nelmark,marcus bossett,steve nelmark,marcus bossett,SUB,Shoulder Choke,1,1:37,97.0
win,Open Weight,mark hall,felix lee mitchell,mark hall,felix lee mitchell,KO/TKO,,1,1:45,105.0
win,Open Weight,mark coleman,don frye,mark coleman,don frye,KO/TKO,Headbutts,1,11:34,694.0
win,Open Weight,mark coleman,gary goodridge,mark coleman,gary goodridge,SUB,Other,1,7:00,420.0
win,Open Weight,don frye,brian johnston,don frye,brian johnston,KO/TKO,Elbows,1,4:37,277.0
win,Open Weight,gary goodridge,john campetella,gary goodridge,john campetella,KO/TKO,Punches,1,1:28,88.0
win,Open Weight,mark coleman,moti horenstein,mark coleman,moti horenstein,KO/TKO,Punches,1,2:43,163.0
win,Open Weight,brian johnston,scott fiedler,brian johnston,scott fiedler,KO/TKO,Punches,1,2:25,145.0
win,Open Weight,don frye,mark hall,don frye,mark hall,KO/TKO,Headbutt,1,10:21,621.0
win,Open Weight,sam adkins,felix lee mitchell,sam adkins,felix lee mitchell,U-DEC,,2,3:00,480.0
win,Open Weight,geza kalman,dieusel berto,geza kalman,dieusel berto,KO/TKO,Punches,1,5:57,357.0
win,Open Weight,dan severn,ken shamrock,dan severn,ken shamrock,S-DEC,,3,3:00,780.0
win,Open Weight,don frye,amaury bitetti,don frye,amaury bitetti,KO/TKO,Knees,1,9:30,570.0
win,Open Weight,mark hall,koji kitao,mark hall,koji kitao,KO/TKO,,1,0:47,47.0
win,Open Weight,mark schultz,gary goodridge,mark schultz,gary goodridge,KO/TKO,,1,12:00,720.0
win,Open Weight,rafael carino,matt andersen,rafael carino,matt andersen,KO/TKO,Punches,1,5:32,332.0
win,Open Weight,cal worsham,zane frazier,cal worsham,zane frazier,KO/TKO,Punches,1,3:14,194.0
win,Open Weight,steve nelmark,tai bowden,steve nelmark,tai bowden,KO/TKO,,1,7:25,445.0
win,Open Weight,scott ferrozzo,david abbott,scott ferrozzo,david abbott,U-DEC,,2,3:00,480.0
win,Open Weight,mark coleman,brian johnston,mark coleman,brian johnston,KO/TKO,Punches,1,2:20,140.0
win,Open Weight,jerry bohlander,fabio gurgel,jerry bohlander,fabio gurgel,U-DEC,,1,15:00,900.0
win,Open Weight,david abbott,sam adkins,david abbott,sam adkins,SUB,Forearm Choke,1,2:06,126.0
win,Open Weight,brian johnston,reza nasri,brian johnston,reza nasri,KO/TKO,Punches,1,0:28,28.0
win,Open Weight,mark coleman,julian sanchez,mark coleman,julian sanchez,SUB,Scarf Hold,1,0:45,45.0
win,Open Weight,roberto traven,dave berry,roberto traven,dave berry,KO/TKO,Punches,1,1:33,93.0
win,Open Weight,scott ferrozzo,sam fulton,scott ferrozzo,sam fulton,SUB,Injury,1,1:45,105.0
win,Heavyweight,vitor belfort,david abbott,vitor belfort,david abbott,KO/TKO,Punches,1,0:52,52.0
win,Heavyweight,randy couture,steven graham,randy couture,steven graham,KO/TKO,Punches,1,3:13,193.0
win,Lightweight,guy mezger,tito ortiz,guy mezger,tito ortiz,SUB,Guillotine Choke,1,2:00,120.0
win,Heavyweight,randy couture,tony halme,randy couture,tony halme,SUB,Rear Naked Choke,1,0:56,56.0
win,Heavyweight,steven graham,dmitri stepanov,steven graham,dmitri stepanov,SUB,Keylock,1,1:30,90.0
win,Lightweight,enson inoue,royce alger,enson inoue,royce alger,SUB,Armbar,1,1:36,96.0
win,Lightweight,guy mezger,christophe leninger,guy mezger,christophe leninger,U-DEC,,2,3:00,480.0
win,Lightweight,jack nilson,saeed hosseini,jack nilson,saeed hosseini,KO/TKO,Elbows,1,1:23,83.0
win,Lightweight,tito ortiz,wes albritton,tito ortiz,wes albritton,KO/TKO,Punches,1,0:31,31.0
win,Heavyweight,maurice smith,david abbott,maurice smith,david abbott,SUB,Other,1,8:08,488.0
win,Heavyweight,mark kerr,dwayne cason,mark kerr,dwayne cason,SUB,Rear Naked Choke,1,0:53,53.0
win,Heavyweight,randy couture,vitor belfort,randy couture,vitor belfort,KO/TKO,Punches,1,8:16,496.0
win,Heavyweight,dave beneteau,carlos barreto,dave beneteau,carlos barreto,U-DEC,,2,3:00,480.0
win,Heavyweight,mark kerr,greg stott,mark kerr,greg stott,KO/TKO,Knee,1,0:17,17.0
win,Heavyweight,dwayne cason,houston dorr,dwayne cason,houston dorr,KO/TKO,Punches,1,3:43,223.0
win,Heavyweight,alex hunter,harry moskowitz,alex hunter,harry moskowitz,S-DEC,,1,12:00,720.0
win,Heavyweight,maurice smith,mark coleman,maurice smith,mark coleman,U-DEC,,3,3:00,780.0
win,Heavyweight,mark kerr,dan bobish,mark kerr,dan bobish,SUB,Other,1,1:38,98.0
win,Lightweight,kevin jackson,tony fryklund,kevin jackson,tony fryklund,SUB,Rear Naked Choke,1,0:44,44.0
win,Heavyweight,dan bobish,brian johnston,dan bobish,brian johnston,SUB,Forearm Choke,1,2:10,130.0
win,Heavyweight,mark kerr,moti horenstein,mark kerr,moti horenstein,KO/TKO,Punches,1,2:22,142.0
win,Lightweight,kevin jackson,todd butler,kevin jackson,todd butler,KO/TKO,Punches,1,1:27,87.0
win,Lightweight,joe moreira,yuri vaulin,joe moreira,yuri vaulin,U-DEC,,2,3:00,480.0
win,Heavyweight,alex hunter,sam fulton,alex hunter,sam fulton,SUB,Other,1,2:30,150.0
win,Lightweight,tony fryklund,donnie chappell,tony fryklund,donnie chappell,SUB,Other - Choke,1,1:31,91.0
win,Heavyweight,randy couture,maurice smith,randy couture,maurice smith,M-DEC,,3,3:00,780.0
win,Heavyweight,kazushi sakuraba,marcus silveira,kazushi sakuraba,marcus silveira,SUB,Armbar,1,3:44,224.0
win,Heavyweight,vitor belfort,joe charles,vitor belfort,joe charles,SUB,Armbar,1,4:03,243.0
win,Lightweight,frank shamrock,kevin jackson,frank shamrock,kevin jackson,SUB,Armbar,1,0:16,16.0
win,Heavyweight,kazushi sakuraba,marcus silveira,kazushi sakuraba,marcus silveira,Overturned,,1,1:51,111.0
win,Heavyweight,david abbott,yoji anjo,david abbott,yoji anjo,U-DEC,,2,3:00,480.0
win,Heavyweight,tra telligman,brad kohler,tra telligman,brad kohler,SUB,Armbar,1,10:05,605.0
win,Middleweight,frank shamrock,jeremy horn,frank shamrock,jeremy horn,SUB,Kneebar,2,1:28,388.0
win,Heavyweight,pete williams,mark coleman,pete williams,mark coleman,KO/TKO,Kick,2,0:38,338.0
win,Middleweight,dan henderson,carlos newton,dan henderson,carlos newton,S-DEC,,2,3:00,480.0
win,Heavyweight,david abbott,hugo duarte,david abbott,hugo duarte,KO/TKO,Punches,1,0:43,43.0
win,Heavyweight,mike van arsdale,joe pardo,mike van arsdale,joe pardo,SUB,Keylock,1,11:01,661.0
win,Middleweight,carlos newton,bob gilstrap,carlos newton,bob gilstrap,SUB,Triangle Choke,1,0:52,52.0
win,Middleweight,dan henderson,allan goes,dan henderson,allan goes,U-DEC,,2,3:00,480.0
win,Heavyweight,andre roberts,harry moskowitz,andre roberts,harry moskowitz,U-DEC,,2,3:00,480.0
win,Middleweight,chuck liddell,noe hernandez,chuck liddell,noe hernandez,U-DEC,,1,12:00,720.0
win,Middleweight,frank shamrock,john lober,frank shamrock,john lober,SUB,Neck Crank,1,7:40,460.0
win,Middleweight,vitor belfort,wanderlei silva,vitor belfort,wanderlei silva,KO/TKO,Punches,1,0:44,44.0
win,Heavyweight,pedro rizzo,david abbott,pedro rizzo,david abbott,KO/TKO,Punch,1,8:07,487.0
win,Lightweight,pat miletich,mikey burnett,pat miletich,mikey burnett,S-DEC,,3,3:00,780.0
win,Heavyweight,tsuyoshi kohsaka,pete williams,tsuyoshi kohsaka,pete williams,U-DEC,,2,3:00,480.0
win,Middleweight,ebenezer fontes braga,jeremy horn,ebenezer fontes braga,jeremy horn,SUB,Guillotine Choke,1,3:27,207.0
win,Middleweight,tulio palhares,adriano santos,tulio palhares,adriano santos,KO/TKO,Punches,1,9:00,540.0
win,Lightweight,cesar marscucci,paulo santos,cesar marscucci,paulo santos,KO/TKO,,1,10:27,627.0
win,Middleweight,frank shamrock,igor zinoviev,frank shamrock,igor zinoviev,KO/TKO,Slam,1,0:22,22.0
win,Heavyweight,tsuyoshi kohsaka,kimo leopoldo,tsuyoshi kohsaka,kimo leopoldo,U-DEC,,2,3:00,480.0
win,Lightweight,pat miletich,chris brennan,pat miletich,chris brennan,SUB,Shoulder Choke,1,9:02,542.0
win,Middleweight,jerry bohlander,kevin jackson,jerry bohlander,kevin jackson,SUB,Armbar,1,10:23,623.0
win,Lightweight,pat miletich,townsend saunders,pat miletich,townsend saunders,S-DEC,,2,3:00,480.0
win,Lightweight,mikey burnett,eugenio tadeu,mikey burnett,eugenio tadeu,KO/TKO,Punches,1,9:45,585.0
win,Lightweight,chris brennan,courtney turner,chris brennan,courtney turner,SUB,Armbar,1,1:20,80.0
win,Lightweight,laverne clark,josh stuart,laverne clark,josh stuart,KO/TKO,,1,1:15,75.0
win,Heavyweight,bas rutten,tsuyoshi kohsaka,bas rutten,tsuyoshi kohsaka,KO/TKO,Punches,2,2:15,435.0
win,Lightweight,pat miletich,jorge patino,pat miletich,jorge patino,U-DEC,,3,3:00,780.0
win,Heavyweight,pedro rizzo,mark coleman,pedro rizzo,mark coleman,S-DEC,,2,3:00,480.0
win,Middleweight,tito ortiz,jerry bohlander,tito ortiz,jerry bohlander,KO/TKO,,2,2:31,451.0
win,Lightweight,mikey burnett,townsend saunders,mikey burnett,townsend saunders,U-DEC,,2,3:00,480.0
win,Middleweight,evan tanner,darrel gholar,evan tanner,darrel gholar,SUB,Rear Naked Choke,1,7:57,477.0
win,Lightweight,laverne clark,frank caracci,laverne clark,frank caracci,KO/TKO,Punches,1,6:52,412.0
win,Middleweight,tito ortiz,guy mezger,tito ortiz,guy mezger,KO/TKO,Punches,1,9:56,596.0
win,Heavyweight,gary goodridge,andre roberts,gary goodridge,andre roberts,KO/TKO,Punches,1,0:43,43.0
win,Middleweight,jeremy horn,chuck liddell,jeremy horn,chuck liddell,SUB,Arm Triangle,1,12:00,720.0
win,Heavyweight,kevin randleman,maurice smith,kevin randleman,maurice smith,U-DEC,,2,3:00,480.0
win,Middleweight,evan tanner,valeri ignatov,evan tanner,valeri ignatov,KO/TKO,Elbows,1,2:58,178.0
win,Heavyweight,pete williams,jason godsey,pete williams,jason godsey,SUB,Kneebar,1,1:56,116.0
win,Heavyweight,sione latu,joey roberts,sione latu,joey roberts,KO/TKO,,1,10:01,601.0
win,Heavyweight,bas rutten,kevin randleman,bas rutten,kevin randleman,S-DEC,,3,3:00,780.0
win,Heavyweight,pedro rizzo,tra telligman,pedro rizzo,tra telligman,KO/TKO,Punch,1,4:30,270.0
win,Heavyweight,pete williams,travis fulton,pete williams,travis fulton,SUB,Armbar,1,6:28,388.0
win,Middleweight,wanderlei silva,tony petarra,wanderlei silva,tony petarra,KO/TKO,Knees,1,2:53,173.0
win,Lightweight,marcelo mello,david roberts,marcelo mello,david roberts,KO/TKO,Elbows,1,1:23,83.0
win,Lightweight,laverne clark,fabiano iha,laverne clark,fabiano iha,KO/TKO,,1,1:21,81.0
win,Heavyweight,ron waterman,chris condo,ron waterman,chris condo,KO/TKO,Punches,1,0:28,28.0
win,Middleweight,frank shamrock,tito ortiz,frank shamrock,tito ortiz,KO/TKO,Punches,4,4:42,1182.0
draw,Heavyweight,tim lajcik,ron waterman,,,U-DEC,,3,5:00,900.0
win,Heavyweight,jeremy horn,jason godsey,jeremy horn,jason godsey,SUB,Armbar,1,2:08,128.0
win,Heavyweight,brad kohler,steve judson,brad kohler,steve judson,KO/TKO,Punch,1,0:30,30.0
win,Middleweight,chuck liddell,paul jones,chuck liddell,paul jones,KO/TKO,,1,3:53,233.0
win,Lightweight,matt hughes,valeri ignatov,matt hughes,valeri ignatov,U-DEC,,3,5:00,900.0
win,Middleweight,john lewis,lowell anderson,john lewis,lowell anderson,KO/TKO,,3,0:13,613.0
draw,Lightweight,jens pulver,alfonso alcarez,,,M-DEC,,2,5:00,600.0
win,Heavyweight,maurice smith,marco ruas,maurice smith,marco ruas,KO/TKO,,1,5:00,300.0
win,Lightweight,pat miletich,andre pederneiras,pat miletich,andre pederneiras,KO/TKO,,2,1:34,394.0
win,Middleweight,jeremy horn,daiju takase,jeremy horn,daiju takase,KO/TKO,Elbows,1,4:41,281.0
win,Middleweight,paul jones,flavio luiz moura,paul jones,flavio luiz moura,SUB,Rear Naked Choke,1,4:20,260.0
win,Heavyweight,tsuyoshi kohsaka,tim lajcik,tsuyoshi kohsaka,tim lajcik,KO/TKO,,2,5:00,600.0
win,Middleweight,eugene jackson,royce alger,eugene jackson,royce alger,KO/TKO,Punch,2,1:19,379.0
win,Heavyweight,andre roberts,ron waterman,andre roberts,ron waterman,KO/TKO,Punch,1,2:51,171.0
win,Heavyweight,travis fulton,david dodd,travis fulton,david dodd,U-DEC,,2,5:00,600.0
win,Middleweight,tito ortiz,wanderlei silva,tito ortiz,wanderlei silva,U-DEC,,5,5:00,1500.0
win,Middleweight,murilo bustamante,yoji anjo,murilo bustamante,yoji anjo,SUB,Arm Triangle,2,0:31,331.0
win,Middleweight,sanae kikuta,eugene jackson,sanae kikuta,eugene jackson,SUB,Armbar,1,4:38,278.0
win,Heavyweight,ron waterman,satoshi honma,ron waterman,satoshi honma,U-DEC,,3,5:00,900.0
win,Middleweight,ikuhisa minowa,joe slick,ikuhisa minowa,joe slick,KO/TKO,,3,1:54,714.0
win,Lightweight,laverne clark,koji oishi,laverne clark,koji oishi,M-DEC,,3,5:00,900.0
win,Heavyweight,tedd williams,steve judson,tedd williams,steve judson,KO/TKO,Punch,1,3:23,203.0
win,Middleweight,lance gibson,jermaine andre,lance gibson,jermaine andre,KO/TKO,Knee,3,3:35,815.0
win,Lightweight,dave menne,fabiano iha,dave menne,fabiano iha,U-DEC,,3,5:00,900.0
win,Lightweight,bob cook,tiki ghosn,bob cook,tiki ghosn,SUB,Rear Naked Choke,2,1:29,389.0
win,Lightweight,jens pulver,david velasquez,jens pulver,david velasquez,KO/TKO,Punches,2,2:41,461.0
win,Heavyweight,scott adams,ian freeman,scott adams,ian freeman,SUB,Heel Hook,1,3:09,189.0
win,Lightweight,shonie carter,brad gumm,shonie carter,brad gumm,U-DEC,,2,5:00,600.0
win,Heavyweight,kevin randleman,pete williams,kevin randleman,pete williams,U-DEC,,5,5:00,1500.0
win,Heavyweight,pedro rizzo,tsuyoshi kohsaka,pedro rizzo,tsuyoshi kohsaka,KO/TKO,Punch,3,1:17,677.0
win,Open Weight,kenichi yamamoto,katsuhisa fujii,kenichi yamamoto,katsuhisa fujii,SUB,Kneebar,2,4:15,555.0
win,Middleweight,joe slick,jason delucia,joe slick,jason delucia,KO/TKO,,1,1:28,88.0
win,Middleweight,eugene jackson,keiichiro yamamiya,eugene jackson,keiichiro yamamiya,KO/TKO,Punch,3,3:12,792.0
win,Open Weight,kenichi yamamoto,daiju takase,kenichi yamamoto,daiju takase,U-DEC,,3,5:00,900.0
win,Open Weight,katsuhisa fujii,masutatsu yano,katsuhisa fujii,masutatsu yano,KO/TKO,Punches,2,3:12,492.0
win,Heavyweight,kevin randleman,pedro rizzo,kevin randleman,pedro rizzo,U-DEC,,5,5:00,1500.0
win,Middleweight,tyrone roberts,david dodd,tyrone roberts,david dodd,U-DEC,,3,5:00,900.0
win,Welterweight,pat miletich,john alessio,pat miletich,john alessio,SUB,Armbar,2,1:43,403.0
win,Middleweight,amaury bitetti,alex andrade,amaury bitetti,alex andrade,DQ,,2,0:43,343.0
win,Welterweight,matt hughes,marcelo aguiar,matt hughes,marcelo aguiar,KO/TKO,,1,4:34,274.0
win,Lightweight,jens pulver,joao roque,jens pulver,joao roque,U-DEC,,3,5:00,900.0
win,Heavyweight,ian freeman,nate schroeder,ian freeman,nate schroeder,KO/TKO,Knees,2,2:13,433.0
win,Welterweight,shonie carter,adrian serrano,shonie carter,adrian serrano,U-DEC,,2,5:00,600.0
win,Heavyweight,randy couture,kevin randleman,randy couture,kevin randleman,KO/TKO,Punches,3,4:13,853.0
win,Heavyweight,renato sobral,maurice smith,renato sobral,maurice smith,M-DEC,,3,5:00,900.0
win,Super Heavyweight,josh barnett,gan mcgee,josh barnett,gan mcgee,KO/TKO,Elbows,2,4:34,574.0
win,Heavyweight,andrei arlovski,aaron brink,andrei arlovski,aaron brink,SUB,Armbar,1,0:55,55.0
win,Lightweight,jens pulver,john lewis,jens pulver,john lewis,KO/TKO,Punch,1,0:15,15.0
win,Middleweight,mark hughes,alex stiebling,mark hughes,alex stiebling,U-DEC,,2,5:00,600.0
win,Welterweight,ben earwood,chris lytle,ben earwood,chris lytle,U-DEC,,2,5:00,600.0
win,Middleweight,tito ortiz,yuki kondo,tito ortiz,yuki kondo,SUB,Neck Crank,1,1:52,112.0
win,Welterweight,pat miletich,kenichi yamamoto,pat miletich,kenichi yamamoto,SUB,Guillotine Choke,2,1:58,418.0
win,Middleweight,matt lindland,yoji anjo,matt lindland,yoji anjo,KO/TKO,Punches,1,2:58,178.0
win,Welterweight,fabiano iha,daiju takase,fabiano iha,daiju takase,KO/TKO,Punches,1,2:24,144.0
win,Middleweight,evan tanner,lance gibson,evan tanner,lance gibson,KO/TKO,Punches,1,4:58,298.0
win,Welterweight,dennis hallman,matt hughes,dennis hallman,matt hughes,SUB,Armbar,1,0:20,20.0
win,Middleweight,chuck liddell,jeff monson,chuck liddell,jeff monson,U-DEC,,3,5:00,900.0
win,Heavyweight,pedro rizzo,dan severn,pedro rizzo,dan severn,KO/TKO,Kicks,1,1:33,93.0
win,Heavyweight,maurice smith,bobby hoffman,maurice smith,bobby hoffman,S-DEC,,3,5:00,900.0
win,Middleweight,jeremy horn,eugene jackson,jeremy horn,eugene jackson,SUB,Armbar,1,4:32,272.0
win,Welterweight,fabiano iha,laverne clark,fabiano iha,laverne clark,SUB,Armbar,1,1:10,70.0
win,Middleweight,yuki kondo,alexandre dantas,yuki kondo,alexandre dantas,KO/TKO,Flying Knee,3,2:28,748.0
win,Heavyweight,ian freeman,tedd williams,ian freeman,tedd williams,U-DEC,,3,5:00,900.0
win,Heavyweight,jeff monson,tim lajcik,jeff monson,tim lajcik,U-DEC,,2,5:00,600.0
draw,Welterweight,brad gumm,cj fernandes,,,U-DEC,,2,5:00,600.0
win,Middleweight,tito ortiz,evan tanner,tito ortiz,evan tanner,KO/TKO,Slam,1,0:32,32.0
win,Lightweight,jens pulver,caol uno,jens pulver,caol uno,U-DEC,,5,5:00,1500.0
win,Welterweight,fabiano iha,phil johns,fabiano iha,phil johns,SUB,Armbar,1,1:40,100.0
win,Middleweight,elvis sinosic,jeremy horn,elvis sinosic,jeremy horn,SUB,Triangle Choke,1,2:52,172.0
win,Heavyweight,pedro rizzo,josh barnett,pedro rizzo,josh barnett,KO/TKO,Punch,2,4:21,561.0
